codgru,grupo,sigla,a_vl,a_cmv,a_mc,a_qtde,a_cli,d_vl,d_cmv,d_mc,d_qtde,d_cli
3569,CHICOTE BASE P/RELE,O,133.82,86.56,7.67,21,2,96.17,58.74,6.87,17,3
3569,CHICOTE BASE P/RELE,Q,245.69,167.98,6.27,36,4,77.72,49.10,3.23,12,2
3569,CHICOTE BASE P/RELE,U,43.03,29.69,3.24,8,1,26.25,16.97,1.88,3,1
3569,CHICOTE BASE P/RELE,,796.83,768.45,56.28,117,18,342.93,373.67,13.16,41,7
3571,CHICOTE IGNICAO,B,0.00,0.00,0.00,0,0,96.94,91.78,14.28,2,1
3571,CHICOTE IGNICAO,E,280.70,181.39,48.42,6,5,0.00,0.00,0.00,0,0
3571,CHICOTE IGNICAO,I,77.02,62.52,30.25,1,1,0.00,0.00,0.00,0,0
3571,CHICOTE IGNICAO,K,173.96,126.99,39.47,4,4,128.45,106.33,32.28,2,2
3571,CHICOTE IGNICAO,M,162.91,169.01,39.94,4,2,0.00,0.00,0.00,0,0
3571,CHICOTE IGNICAO,O,134.23,87.16,28.45,3,2,0.00,0.00,0.00,0,0
3571,CHICOTE IGNICAO,Q,74.40,51.78,6.20,2,1,0.00,0.00,0.00,0,0
3571,CHICOTE IGNICAO,U,37.20,25.89,6.20,1,1,0.00,0.00,0.00,0,0
3571,CHICOTE IGNICAO,,85.86,82.08,24.88,2,2,129.20,123.12,37.65,3,3
3573,CONECTOR 2 VIAS M/F,F,5.10,2.75,0.81,2,1,0.00,0.00,0.00,0,0
3573,CONECTOR 2 VIAS M/F,K,184.24,133.48,5.18,86,10,0.00,0.00,0.00,0,0
3573,CONECTOR 2 VIAS M/F,O,21.00,13.76,0.43,10,1,0.00,0.00,0.00,0,0
3573,CONECTOR 2 VIAS M/F,Q,100.20,68.78,1.09,50,3,0.00,0.00,0.00,0,0
3573,CONECTOR 2 VIAS M/F,U,49.50,34.39,0.66,25,2,0.00,0.00,0.00,0,0
3573,CONECTOR 2 VIAS M/F,,139.90,145.14,4.24,59,4,73.50,76.50,3.00,30,3
3574,CONECTOR  3 VIAS M/F,K,5.24,3.44,0.54,2,1,0.00,0.00,0.00,0,0
3574,CONECTOR  3 VIAS M/F,Q,38.55,25.83,0.95,15,2,16.50,10.71,0.59,6,1
3574,CONECTOR  3 VIAS M/F,,11.76,12.20,1.44,4,1,0.00,0.00,0.00,0,0
3575,CONECTOR  4 VIAS M/F,E,0.00,0.00,0.00,0,0,19.74,12.42,0.77,6,1
3575,CONECTOR  4 VIAS M/F,K,17.14,11.23,3.12,4,2,0.00,0.00,0.00,0,0
3575,CONECTOR  4 VIAS M/F,Q,18.48,12.16,0.63,6,1,0.00,0.00,0.00,0,0
3575,CONECTOR  4 VIAS M/F,,24.06,18.88,1.76,7,2,53.10,54.90,1.74,15,1
3576,CONECTOR  5 VIAS FEM,K,0.00,0.00,0.00,0,0,8.70,5.27,0.22,10,1
3576,CONECTOR  5 VIAS FEM,,8.70,9.00,0.22,10,1,0.00,0.00,0.00,0,0
3577,CONECTOR  6 VIAS M/F,E,6.07,3.99,1.24,1,1,0.00,0.00,0.00,0,0
3577,CONECTOR  6 VIAS M/F,K,48.56,31.92,2.48,8,2,0.00,0.00,0.00,0,0
3577,CONECTOR  6 VIAS M/F,O,60.70,39.90,1.24,10,1,0.00,0.00,0.00,0,0
3577,CONECTOR  6 VIAS M/F,,26.96,15.96,1.81,4,1,0.00,0.00,0.00,0,0
3579,CONECTOR  8 VIAS M/F,E,32.60,27.94,3.70,4,1,0.00,0.00,0.00,0,0
3579,CONECTOR  8 VIAS M/F,K,46.08,30.24,3.16,6,2,0.00,0.00,0.00,0,0
3580,PLUG ALTERNADOR,B,0.00,0.00,0.00,0,0,31.64,31.84,2.07,4,1
3580,PLUG ALTERNADOR,E,68.50,44.94,1.41,10,1,0.00,0.00,0.00,0,0
3580,PLUG ALTERNADOR,K,111.26,78.84,7.52,16,5,37.34,19.65,2.87,11,2
3580,PLUG ALTERNADOR,N,15.36,15.92,1.88,2,1,0.00,0.00,0.00,0,0
3580,PLUG ALTERNADOR,O,34.25,22.47,4.23,5,3,0.00,0.00,0.00,0,0
3580,PLUG ALTERNADOR,U,92.97,63.48,1.56,21,2,65.20,44.92,1.13,10,1
3580,PLUG ALTERNADOR,,56.56,45.32,10.14,7,4,54.23,52.25,8.15,7,3
3583,GUIA CORRENTE,K,201.02,155.63,44.04,10,9,36.58,28.98,9.00,2,2
3583,GUIA CORRENTE,,91.70,72.64,13.87,5,3,0.00,0.00,0.00,0,0
3584,SELO BLOCO,E,18.72,13.97,1.37,6,2,1.87,1.02,0.60,1,1
3584,SELO BLOCO,F,25.03,19.20,1.64,7,1,0.00,0.00,0.00,0,0
3584,SELO BLOCO,I,4.51,2.36,1.99,1,1,0.00,0.00,0.00,0,0
3584,SELO BLOCO,K,427.16,301.22,27.40,123,24,42.68,28.54,7.80,12,5
3584,SELO BLOCO,O,101.84,77.31,1.86,32,4,0.00,0.00,0.00,0,0
3584,SELO BLOCO,,146.32,109.46,13.74,40,11,24.77,21.07,2.45,7,3
3585,CHICOTE 6 VIAS MACHO,U,0.00,0.00,0.00,0,0,27.12,18.74,4.65,1,1
3586,CHICOTE 7 VIAS MACHO,U,49.40,34.38,4.11,2,1,0.00,0.00,0.00,0,0
3588,COIFA SEMI EIXO,E,105.04,90.47,1.63,4,1,0.00,0.00,0.00,0,0
3588,COIFA SEMI EIXO,K,342.68,252.83,48.80,12,6,200.92,145.68,24.36,8,4
3588,COIFA SEMI EIXO,,172.72,136.08,25.08,6,3,0.00,0.00,0.00,0,0
3589,VALVULA MOTOR ESC.,B,684.24,597.48,32.91,28,3,100.16,85.44,6.80,4,1
3589,VALVULA MOTOR ESC.,E,4015.78,3199.85,85.87,156,15,1261.52,986.38,26.98,44,5
3589,VALVULA MOTOR ESC.,F,2533.34,1946.37,146.96,96,12,619.20,503.20,39.03,24,3
3589,VALVULA MOTOR ESC.,I,1609.59,999.76,150.19,47,11,439.84,255.24,31.24,12,2
3589,VALVULA MOTOR ESC.,K,55326.71,45382.37,2479.79,2221,220,16476.88,13365.40,740.32,616,79
3589,VALVULA MOTOR ESC.,M,188.56,176.24,4.93,8,1,272.40,258.40,8.22,12,2
3589,VALVULA MOTOR ESC.,N,1878.80,1931.60,53.72,92,1,385.40,387.12,11.25,16,1
3589,VALVULA MOTOR ESC.,O,3268.40,2294.51,112.26,112,13,1541.52,1201.06,42.09,56,9
3589,VALVULA MOTOR ESC.,Q,375.20,258.66,12.78,12,1,434.72,294.47,24.74,8,1
3589,VALVULA MOTOR ESC.,,23580.30,19874.00,1288.76,918,100,8453.65,6939.66,543.02,317,45
3591,COIFA RODA CAMBIO,E,86.96,74.87,2.72,4,1,141.46,112.76,10.79,5,2
3591,COIFA RODA CAMBIO,K,1225.17,915.33,69.44,47,10,245.56,178.91,26.32,9,4
3591,COIFA RODA CAMBIO,,288.96,222.88,26.90,8,2,84.82,54.90,14.12,2,1
3592,ADITIVO COMBUSTIVEL,B,97.44,106.20,1.66,12,1,0.00,0.00,0.00,0,0
3592,ADITIVO COMBUSTIVEL,E,652.25,422.06,19.17,72,6,0.00,0.00,0.00,0,0
3592,ADITIVO COMBUSTIVEL,F,92.28,90.54,3.25,6,1,0.00,0.00,0.00,0,0
3592,ADITIVO COMBUSTIVEL,J,52.08,53.10,2.12,6,1,0.00,0.00,0.00,0,0
3592,ADITIVO COMBUSTIVEL,K,3556.86,3050.46,154.47,379,33,872.44,921.07,25.08,99,9
3592,ADITIVO COMBUSTIVEL,O,11.14,6.79,3.04,1,1,0.00,0.00,0.00,0,0
3592,ADITIVO COMBUSTIVEL,,1909.11,2022.42,71.65,233,23,371.67,396.11,14.13,40,4
3593,ADITIVO MOTOR,B,400.80,438.96,6.06,24,1,0.00,0.00,0.00,0,0
3593,ADITIVO MOTOR,E,1030.59,619.73,29.56,56,4,127.44,71.58,6.48,6,1
3593,ADITIVO MOTOR,I,68.89,56.37,15.91,3,2,0.00,0.00,0.00,0,0
3593,ADITIVO MOTOR,J,56.85,56.04,4.86,3,1,0.00,0.00,0.00,0,0
3593,ADITIVO MOTOR,K,6266.00,5155.90,417.81,338,60,2018.07,1622.69,109.83,105,18
3593,ADITIVO MOTOR,M,608.72,621.86,12.13,34,1,222.72,219.48,4.55,12,1
3593,ADITIVO MOTOR,N,222.72,219.48,4.55,12,1,0.00,0.00,0.00,0,0
3593,ADITIVO MOTOR,O,110.39,66.38,19.69,6,3,106.20,59.65,19.44,5,2
3593,ADITIVO MOTOR,,4118.54,4049.82,251.19,226,34,891.24,862.75,79.16,47,13
3594,BRONZINA BIELA,B,641.20,550.78,151.66,13,5,89.64,68.04,22.91,2,2
3594,BRONZINA BIELA,E,1514.21,1218.30,198.19,32,14,398.11,308.70,62.93,7,4
3594,BRONZINA BIELA,F,2502.46,1823.35,803.13,47,27,868.41,670.38,282.32,15,10
3594,BRONZINA BIELA,I,2089.60,1232.51,905.16,26,25,864.87,505.69,381.39,10,9
3594,BRONZINA BIELA,K,31570.67,25207.31,7071.91,619,266,9044.28,7170.12,2183.65,174,105
3594,BRONZINA BIELA,M,423.51,384.11,97.60,7,4,129.74,117.25,30.23,3,2
3594,BRONZINA BIELA,N,2843.46,2674.39,410.94,66,2,1372.67,1105.99,276.12,29,2
3594,BRONZINA BIELA,O,1960.27,1517.57,304.75,41,15,638.24,491.85,107.27,14,7
3594,BRONZINA BIELA,Q,128.78,85.95,30.56,2,1,0.00,0.00,0.00,0,0
3594,BRONZINA BIELA,,17741.48,14357.06,5087.10,333,152,6201.18,5099.76,1820.18,110,74
3597,GAIOLA COMANDO,K,1975.43,1460.42,422.42,3,3,0.00,0.00,0.00,0,0
3597,GAIOLA COMANDO,,546.46,482.06,97.20,1,1,643.60,510.98,157.69,1,1
3599,COXIM RADIADOR,E,112.16,92.06,1.89,16,3,28.16,23.02,0.66,4,1
3599,COXIM RADIADOR,F,35.04,20.76,3.44,4,1,47.96,28.68,4.67,4,1
3599,COXIM RADIADOR,K,391.18,284.82,27.23,50,14,210.94,151.08,19.56,26,6
3599,COXIM RADIADOR,N,15.52,14.34,1.07,2,1,0.00,0.00,0.00,0,0
3599,COXIM RADIADOR,O,322.94,253.93,8.02,44,4,29.88,23.02,1.05,4,1
3599,COXIM RADIADOR,,180.18,138.80,28.43,21,5,42.44,33.02,5.27,4,1
3600,BRACO AUXILIAR,E,1498.40,1258.42,66.00,11,4,116.08,94.48,9.68,1,1
3600,BRACO AUXILIAR,F,512.63,395.17,93.34,4,3,0.00,0.00,0.00,0,0
3600,BRACO AUXILIAR,I,0.00,0.00,0.00,0,0,204.73,117.72,86.90,1,1
3600,BRACO AUXILIAR,K,4961.50,3890.34,935.44,36,32,2525.67,1882.38,488.98,18,13
3600,BRACO AUXILIAR,M,128.07,117.73,26.76,1,1,0.00,0.00,0.00,0,0
3600,BRACO AUXILIAR,N,112.34,115.42,13.96,1,1,0.00,0.00,0.00,0,0
3600,BRACO AUXILIAR,O,1086.69,898.85,79.69,8,6,428.87,339.56,46.27,3,3
3600,BRACO AUXILIAR,,1473.63,1191.54,358.34,10,9,966.99,739.92,286.33,6,5
3601,BRACO OSCILANTE,E,1294.72,1072.22,54.64,27,6,629.39,507.90,19.29,13,3
3601,BRACO OSCILANTE,F,1296.92,1067.55,235.97,21,13,317.18,197.84,103.77,4,3
3601,BRACO OSCILANTE,I,160.20,97.52,32.25,2,1,0.00,0.00,0.00,0,0
3601,BRACO OSCILANTE,J,0.00,0.00,0.00,0,0,112.68,98.92,13.80,2,1
3601,BRACO OSCILANTE,K,19128.60,16184.98,2050.16,336,145,7955.60,6561.61,897.40,130,57
3601,BRACO OSCILANTE,N,611.16,612.40,32.48,13,2,327.87,331.62,40.22,3,1
3601,BRACO OSCILANTE,O,3068.97,2458.30,169.46,47,13,645.75,505.27,65.88,8,4
3601,BRACO OSCILANTE,,5258.79,4372.05,956.76,81,39,2887.01,2438.82,478.07,49,25
3602,BRACO PITMAN,E,664.74,553.80,24.51,7,3,182.25,146.26,17.95,2,1
3602,BRACO PITMAN,F,281.95,220.22,52.64,3,3,0.00,0.00,0.00,0,0
3602,BRACO PITMAN,I,171.13,98.40,72.64,1,1,138.00,79.80,58.57,1,1
3602,BRACO PITMAN,K,5085.89,3928.75,926.62,51,41,1889.23,1406.58,384.22,18,11
3602,BRACO PITMAN,O,972.48,793.48,76.22,11,6,594.18,457.54,77.30,6,2
3602,BRACO PITMAN,,1240.67,1012.07,313.87,12,11,411.87,318.26,116.89,3,3
3604,FAROL MILHA,E,68.67,46.79,14.07,1,1,0.00,0.00,0.00,0,0
3604,FAROL MILHA,F,148.65,93.57,38.11,2,1,0.00,0.00,0.00,0,0
3604,FAROL MILHA,K,2231.21,1451.45,488.27,31,13,203.11,157.52,60.57,3,2
3604,FAROL MILHA,O,53.58,32.01,14.66,1,1,98.84,63.11,12.23,2,1
3604,FAROL MILHA,Q,534.48,364.84,26.46,12,3,0.00,0.00,0.00,0,0
3604,FAROL MILHA,,451.25,341.49,116.53,8,5,0.00,0.00,0.00,0,0
3605,JUNTA CABECOTE CHAPA,B,397.47,232.30,108.15,3,3,0.00,0.00,0.00,0,0
3605,JUNTA CABECOTE CHAPA,E,3607.52,2461.05,515.50,42,13,1179.56,785.16,215.66,12,9
3605,JUNTA CABECOTE CHAPA,F,2579.11,1597.80,638.70,22,13,712.15,357.41,267.20,5,4
3605,JUNTA CABECOTE CHAPA,I,500.82,233.78,195.58,5,5,132.24,60.93,52.42,2,2
3605,JUNTA CABECOTE CHAPA,K,29188.12,18649.45,6558.73,338,185,8581.98,5174.37,2192.19,87,62
3605,JUNTA CABECOTE CHAPA,M,769.68,489.40,191.86,9,4,41.71,25.95,10.21,1,1
3605,JUNTA CABECOTE CHAPA,N,1309.61,961.60,207.29,15,1,275.39,192.65,38.83,4,1
3605,JUNTA CABECOTE CHAPA,O,2294.92,1526.98,424.14,24,13,1233.51,793.83,264.87,10,5
3605,JUNTA CABECOTE CHAPA,Q,158.63,105.19,32.64,2,1,0.00,0.00,0.00,0,0
3605,JUNTA CABECOTE CHAPA,,13812.94,8658.90,3339.02,157,74,4372.16,2628.03,1202.51,45,35
3606,MANGUEIRA ANTI-CHAMA,B,190.11,138.57,33.56,6,3,24.02,18.47,6.30,1,1
3606,MANGUEIRA ANTI-CHAMA,E,454.45,292.32,104.29,18,8,221.23,136.26,32.38,9,3
3606,MANGUEIRA ANTI-CHAMA,F,325.12,210.23,98.81,14,9,136.00,94.49,37.59,6,4
3606,MANGUEIRA ANTI-CHAMA,I,69.68,36.93,31.09,2,2,0.00,0.00,0.00,0,0
3606,MANGUEIRA ANTI-CHAMA,K,9558.18,6861.69,1936.80,452,175,3149.93,2225.96,722.08,140,76
3606,MANGUEIRA ANTI-CHAMA,M,146.53,113.03,34.14,4,1,21.26,16.49,5.21,1,1
3606,MANGUEIRA ANTI-CHAMA,N,145.71,108.74,29.34,6,1,0.00,0.00,0.00,0,0
3606,MANGUEIRA ANTI-CHAMA,O,786.38,490.75,156.43,42,16,429.43,256.04,93.64,17,7
3606,MANGUEIRA ANTI-CHAMA,Q,9.68,5.83,2.84,1,1,0.00,0.00,0.00,0,0
3606,MANGUEIRA ANTI-CHAMA,,4786.82,3574.47,1064.44,209,80,1510.33,1139.72,323.85,57,39
3608,MANGUEIRA LONADA,K,1111.97,748.80,294.23,5,3,0.00,0.00,0.00,0,0
3608,MANGUEIRA LONADA,,210.48,188.47,37.41,1,1,0.00,0.00,0.00,0,0
3609,MANGUEIRA AR QUENTE,E,174.45,109.58,15.60,15,5,23.56,14.61,3.25,2,1
3609,MANGUEIRA AR QUENTE,I,15.47,9.10,6.23,1,1,0.00,0.00,0.00,0,0
3609,MANGUEIRA AR QUENTE,K,1124.46,808.86,206.89,66,30,849.77,567.88,194.93,37,22
3609,MANGUEIRA AR QUENTE,M,0.00,0.00,0.00,0,0,32.64,23.66,9.28,1,1
3609,MANGUEIRA AR QUENTE,O,71.18,44.09,9.61,6,3,74.40,43.84,7.58,6,2
3609,MANGUEIRA AR QUENTE,,504.83,367.69,119.50,18,12,391.19,282.34,75.21,20,8
3611,MANGUEIRA BOCAL,B,18.10,13.62,4.76,1,1,0.00,0.00,0.00,0,0
3611,MANGUEIRA BOCAL,F,59.06,44.48,10.75,3,2,22.33,15.86,6.61,1,1
3611,MANGUEIRA BOCAL,K,1271.27,867.55,206.53,70,37,372.26,242.61,73.68,20,13
3611,MANGUEIRA BOCAL,M,20.43,15.85,5.00,1,1,0.00,0.00,0.00,0,0
3611,MANGUEIRA BOCAL,O,17.40,10.94,4.66,1,1,37.12,21.88,5.68,2,1
3611,MANGUEIRA BOCAL,,645.09,486.13,83.59,36,14,252.22,185.09,48.31,14,10
3613,PARAFUSO ALTERNADOR,O,113.67,65.08,30.44,1,1,0.00,0.00,0.00,0,0
3615,RESISTENCIA BOBINA,E,95.70,59.59,22.71,3,2,141.24,83.67,18.84,4,2
3615,RESISTENCIA BOBINA,K,523.11,437.76,117.49,15,10,36.11,20.92,10.09,1,1
3615,RESISTENCIA BOBINA,O,31.90,19.86,7.57,1,1,0.00,0.00,0.00,0,0
3615,RESISTENCIA BOBINA,Q,63.80,39.72,7.57,2,1,34.10,20.92,8.40,1,1
3615,RESISTENCIA BOBINA,U,120.48,79.45,12.14,4,1,0.00,0.00,0.00,0,0
3616,ROLAMENTO CAMBIO,E,0.00,0.00,0.00,0,0,407.91,291.64,18.58,3,1
3616,ROLAMENTO CAMBIO,F,514.33,291.63,145.30,3,2,622.02,391.56,186.49,2,2
3616,ROLAMENTO CAMBIO,K,4319.31,3003.96,873.04,20,17,2913.88,1985.26,634.79,14,12
3616,ROLAMENTO CAMBIO,N,125.78,102.07,16.44,1,1,0.00,0.00,0.00,0,0
3616,ROLAMENTO CAMBIO,,5746.49,4223.19,622.97,22,2,3507.56,2559.60,379.24,14,5
3618,ROLAMENTO SEMI-EIXO,E,431.06,320.48,14.61,16,3,73.00,54.15,3.83,2,1
3618,ROLAMENTO SEMI-EIXO,F,283.19,188.02,29.15,9,3,172.35,98.29,61.12,3,3
3618,ROLAMENTO SEMI-EIXO,I,45.11,21.03,17.95,1,1,77.07,36.73,30.03,1,1
3618,ROLAMENTO SEMI-EIXO,K,7836.42,5216.34,927.09,227,84,2916.46,1839.20,424.97,80,40
3618,ROLAMENTO SEMI-EIXO,M,29.25,21.03,6.37,1,1,0.00,0.00,0.00,0,0
3618,ROLAMENTO SEMI-EIXO,N,52.36,42.08,3.63,2,1,52.34,42.06,3.62,2,1
3618,ROLAMENTO SEMI-EIXO,O,951.91,713.44,32.96,35,4,136.26,94.21,10.70,4,2
3618,ROLAMENTO SEMI-EIXO,Q,89.12,53.56,21.73,1,1,0.00,0.00,0.00,0,0
3618,ROLAMENTO SEMI-EIXO,,1999.64,1302.06,348.90,60,32,1098.39,746.45,138.25,30,11
3619,ROLAMENTO SUSPENSAO,I,0.00,0.00,0.00,0,0,71.28,42.76,28.69,1,1
3619,ROLAMENTO SUSPENSAO,K,984.18,715.67,161.90,14,8,508.34,373.89,66.26,8,4
3619,ROLAMENTO SUSPENSAO,N,80.20,81.72,4.98,2,1,0.00,0.00,0.00,0,0
3619,ROLAMENTO SUSPENSAO,,1153.99,1007.21,138.83,24,7,195.29,169.14,35.75,4,2
3620,RETENTOR ALTERNADOR,K,113.58,66.74,19.32,3,2,112.02,66.66,27.39,3,2
3620,RETENTOR ALTERNADOR,Q,43.16,29.19,8.64,1,1,0.00,0.00,0.00,0,0
3621,RETENTOR CAIXA DIREC,F,26.44,16.47,6.48,1,1,0.00,0.00,0.00,0,0
3621,RETENTOR CAIXA DIREC,K,0.00,0.00,0.00,0,0,57.42,35.78,7.03,2,1
3622,RETENTOR CAMBIO,E,734.06,503.73,55.24,29,7,58.92,41.30,5.06,2,1
3622,RETENTOR CAMBIO,F,562.00,346.61,83.88,27,9,17.35,8.45,6.40,1,1
3622,RETENTOR CAMBIO,K,6558.98,4507.55,982.94,258,101,1624.23,1066.41,306.99,58,31
3622,RETENTOR CAMBIO,M,9.40,5.85,2.31,1,1,0.00,0.00,0.00,0,0
3622,RETENTOR CAMBIO,N,319.40,212.61,19.08,23,1,0.00,0.00,0.00,0,0
3622,RETENTOR CAMBIO,O,699.16,476.80,63.32,30,8,226.84,140.37,22.52,13,5
3622,RETENTOR CAMBIO,,1897.86,1588.72,329.40,81,37,971.87,700.29,130.91,52,20
3623,RETENTOR COMANDO VAL,B,58.49,41.53,10.66,4,2,24.04,23.02,6.29,1,1
3623,RETENTOR COMANDO VAL,E,1350.48,932.87,53.00,116,11,596.15,374.07,16.84,45,5
3623,RETENTOR COMANDO VAL,F,699.52,472.57,140.61,44,22,99.39,54.59,31.15,6,5
3623,RETENTOR COMANDO VAL,I,204.33,137.72,60.00,11,9,56.72,24.99,22.75,3,2
3623,RETENTOR COMANDO VAL,K,12729.68,8581.34,1859.24,781,271,4128.62,2770.94,670.49,255,122
3623,RETENTOR COMANDO VAL,M,36.04,37.41,8.13,2,1,0.00,0.00,0.00,0,0
3623,RETENTOR COMANDO VAL,N,242.17,167.91,23.48,17,2,86.88,87.56,10.59,6,2
3623,RETENTOR COMANDO VAL,O,699.87,472.50,58.53,56,10,60.39,38.38,8.36,5,3
3623,RETENTOR COMANDO VAL,,4541.55,3349.18,796.30,261,108,1754.34,1190.13,341.89,90,52
3624,RETENTOR VIRABREQUIM,B,322.05,257.87,84.66,4,3,72.33,57.64,19.05,2,2
3624,RETENTOR VIRABREQUIM,E,3673.85,2516.66,507.76,82,16,1004.93,702.59,149.36,19,8
3624,RETENTOR VIRABREQUIM,F,4082.99,2727.64,1187.08,53,33,1198.95,700.52,388.35,11,9
3624,RETENTOR VIRABREQUIM,I,2177.28,1290.00,833.86,15,14,322.14,166.75,124.93,3,3
3624,RETENTOR VIRABREQUIM,K,59005.70,40707.04,13079.72,776,351,20491.31,13524.98,4965.18,251,154
3624,RETENTOR VIRABREQUIM,M,257.34,160.59,63.04,3,2,154.84,99.15,37.95,3,2
3624,RETENTOR VIRABREQUIM,N,1259.49,829.74,273.60,22,2,612.73,467.78,117.53,7,2
3624,RETENTOR VIRABREQUIM,O,4669.65,3005.65,897.77,63,24,988.48,661.67,179.66,15,9
3624,RETENTOR VIRABREQUIM,U,47.36,30.06,9.66,1,1,0.00,0.00,0.00,0,0
3624,RETENTOR VIRABREQUIM,,27922.10,20630.87,6438.26,380,162,11428.72,7889.70,2849.30,134,88
3625,RETENTOR VALVULA,B,40.32,26.88,0.68,16,1,0.00,0.00,0.00,0,0
3625,RETENTOR VALVULA,E,1758.48,1285.19,6.17,1208,5,579.36,431.92,0.69,512,2
3625,RETENTOR VALVULA,F,852.88,498.22,22.11,304,18,300.72,194.32,7.59,56,3
3625,RETENTOR VALVULA,I,153.20,72.56,7.68,64,8,250.32,132.24,4.96,56,2
3625,RETENTOR VALVULA,K,14208.63,9611.82,261.72,5017,200,4684.60,3304.51,94.61,1414,76
3625,RETENTOR VALVULA,M,36.96,27.12,0.45,12,1,0.00,0.00,0.00,0,0
3625,RETENTOR VALVULA,N,378.72,298.30,4.89,48,1,0.00,0.00,0.00,0,0
3625,RETENTOR VALVULA,O,540.16,346.50,9.62,168,10,0.00,0.00,0.00,0,0
3625,RETENTOR VALVULA,,6461.00,4230.28,132.41,1820,90,2214.24,1579.34,40.77,968,43
3627,RETENTOR RODA,F,33.75,20.28,9.05,1,1,0.00,0.00,0.00,0,0
3627,RETENTOR RODA,K,42.90,29.70,5.24,2,1,43.86,27.45,7.14,3,1
3627,RETENTOR RODA,,16.09,11.14,3.94,1,1,0.00,0.00,0.00,0,0
3628,RETENTOR SEMI EIXO,K,0.00,0.00,0.00,0,0,59.70,41.30,7.31,2,1
3629,TERMINAL BATERIA,B,255.90,187.00,7.44,30,3,132.98,140.54,20.71,2,1
3629,TERMINAL BATERIA,E,247.53,153.12,13.28,21,3,610.60,348.50,20.46,70,3
3629,TERMINAL BATERIA,F,366.70,226.13,8.34,45,3,0.00,0.00,0.00,0,0
3629,TERMINAL BATERIA,I,20.02,10.84,8.72,1,1,0.00,0.00,0.00,0,0
3629,TERMINAL BATERIA,K,15035.35,10650.95,570.65,1631,104,5718.22,3703.99,299.67,691,51
3629,TERMINAL BATERIA,M,592.55,392.50,15.70,64,3,0.00,0.00,0.00,0,0
3629,TERMINAL BATERIA,N,289.34,175.21,11.69,32,1,68.20,38.70,2.30,10,1
3629,TERMINAL BATERIA,O,1888.34,1174.92,60.09,169,8,306.10,174.20,7.99,40,2
3629,TERMINAL BATERIA,Q,1014.31,636.70,27.65,102,5,302.80,193.60,4.09,40,2
3629,TERMINAL BATERIA,U,695.26,394.26,48.78,57,2,747.82,415.02,48.44,63,2
3629,TERMINAL BATERIA,,6263.31,4655.26,323.74,743,61,1699.46,1302.11,99.33,202,24
3630,TERMINAL ENCAIXE,B,108.84,109.35,31.48,4,1,55.57,55.83,15.98,2,2
3630,TERMINAL ENCAIXE,E,146.06,89.92,27.00,5,3,0.00,0.00,0.00,0,0
3630,TERMINAL ENCAIXE,F,30.83,27.25,10.81,1,1,0.00,0.00,0.00,0,0
3630,TERMINAL ENCAIXE,I,71.43,57.98,27.91,2,1,0.00,0.00,0.00,0,0
3630,TERMINAL ENCAIXE,K,3344.66,2689.43,668.68,116,63,1653.49,1235.23,357.17,54,31
3630,TERMINAL ENCAIXE,M,104.76,106.00,14.25,4,2,16.81,9.50,4.90,1,1
3630,TERMINAL ENCAIXE,N,130.72,76.21,35.77,4,1,0.00,0.00,0.00,0,0
3630,TERMINAL ENCAIXE,O,246.91,152.75,50.61,9,8,55.04,32.04,15.11,2,2
3630,TERMINAL ENCAIXE,Q,961.96,659.28,71.20,32,6,158.45,93.28,24.28,7,3
3630,TERMINAL ENCAIXE,U,124.40,87.12,8.23,5,1,78.18,51.13,5.30,3,1
3630,TERMINAL ENCAIXE,,2401.92,2352.61,550.58,85,47,504.90,507.90,124.50,17,14
3631,TERMINAL REDONDO,B,176.58,173.58,52.16,4,2,0.00,0.00,0.00,0,0
3631,TERMINAL REDONDO,E,0.00,0.00,0.00,0,0,101.60,51.37,35.41,1,1
3631,TERMINAL REDONDO,K,3091.19,2581.40,725.20,65,40,1272.32,1151.22,342.87,23,16
3631,TERMINAL REDONDO,M,203.06,210.17,56.44,4,2,0.00,0.00,0.00,0,0
3631,TERMINAL REDONDO,O,490.12,293.83,116.99,10,5,37.72,21.70,10.58,1,1
3631,TERMINAL REDONDO,Q,600.90,411.93,87.89,14,5,118.91,74.36,27.70,3,2
3631,TERMINAL REDONDO,U,921.54,619.45,56.64,18,2,695.64,455.49,46.31,14,2
3631,TERMINAL REDONDO,,2287.76,2324.79,604.37,51,26,837.97,792.17,242.24,16,10
3632,CAPA TERMINAL,E,0.00,0.00,0.00,0,0,7.21,4.52,1.67,1,1
3632,CAPA TERMINAL,F,8.91,7.87,2.92,1,1,0.00,0.00,0.00,0,0
3632,CAPA TERMINAL,I,9.69,7.87,3.66,1,1,0.00,0.00,0.00,0,0
3632,CAPA TERMINAL,K,290.33,220.69,51.13,39,26,158.12,109.11,30.41,21,13
3632,CAPA TERMINAL,M,13.56,8.89,1.39,2,1,0.00,0.00,0.00,0,0
3632,CAPA TERMINAL,O,40.68,26.67,5.56,6,3,14.75,9.04,3.62,2,2
3632,CAPA TERMINAL,Q,6.40,4.44,1.06,1,1,55.00,36.15,4.09,8,3
3632,CAPA TERMINAL,,193.13,197.62,38.03,24,10,43.70,41.33,11.12,4,3
3633,TENSOR CORRENTE,E,679.73,451.21,119.61,8,5,0.00,0.00,0.00,0,0
