codgru,grupo,sigla,a_vl,a_cmv,a_mc,a_qtde,a_cli,d_vl,d_cmv,d_mc,d_qtde,d_cli
0001,RELE,B,807.36,522.36,74.09,89,4,431.21,264.13,64.02,30,5
0001,RELE,E,2951.56,1878.82,290.47,197,11,795.69,504.59,75.97,65,6
0001,RELE,F,625.67,371.38,155.71,18,6,112.73,59.38,21.07,5,2
0001,RELE,I,205.51,88.34,87.46,1,1,0.00,0.00,0.00,0,0
0001,RELE,K,41021.85,26529.98,4501.84,2968,262,10418.27,6534.61,1312.18,713,130
0001,RELE,M,1359.03,894.47,235.16,66,3,216.53,146.62,18.15,20,2
0001,RELE,N,704.98,461.64,109.22,52,2,139.20,84.65,20.51,11,2
0001,RELE,O,5268.56,3342.35,647.14,382,19,1791.79,1072.73,253.17,93,17
0001,RELE,Q,4067.65,2800.04,217.63,307,13,1885.07,1226.37,125.35,138,9
0001,RELE,U,4018.05,2754.56,182.95,303,3,1096.94,718.88,93.45,60,2
0001,RELE,,22957.62,14657.59,3083.89,1786,130,5052.20,3227.40,575.10,461,58
0002,ESPAGUETE CORRUGADO,F,263.68,137.88,41.71,2,1,0.00,0.00,0.00,0,0
0002,ESPAGUETE CORRUGADO,K,3700.91,1972.77,1105.53,73,29,436.15,224.79,140.86,5,5
0002,ESPAGUETE CORRUGADO,M,24.38,12.84,7.62,1,1,0.00,0.00,0.00,0,0
0002,ESPAGUETE CORRUGADO,O,47.01,24.88,14.57,2,1,0.00,0.00,0.00,0,0
0002,ESPAGUETE CORRUGADO,Q,780.52,428.06,226.91,10,2,69.50,34.29,24.05,1,1
0002,ESPAGUETE CORRUGADO,,2179.81,1123.60,514.14,44,11,135.08,73.92,39.09,4,4
0003,TRAVA DIRECAO,B,111.70,92.35,29.60,1,1,78.23,57.45,21.89,1,1
0003,TRAVA DIRECAO,E,1428.62,974.06,257.19,11,4,0.00,0.00,0.00,0,0
0003,TRAVA DIRECAO,F,483.74,359.20,145.41,3,3,0.00,0.00,0.00,0,0
0003,TRAVA DIRECAO,K,12894.95,9232.04,3008.94,75,45,3848.39,2848.81,928.68,28,21
0003,TRAVA DIRECAO,M,242.33,205.85,59.99,2,2,0.00,0.00,0.00,0,0
0003,TRAVA DIRECAO,N,63.91,46.11,11.57,1,1,0.00,0.00,0.00,0,0
0003,TRAVA DIRECAO,O,2469.22,1679.11,643.17,14,7,0.00,0.00,0.00,0,0
0003,TRAVA DIRECAO,Q,1076.09,666.40,227.24,6,4,0.00,0.00,0.00,0,0
0003,TRAVA DIRECAO,U,114.28,92.21,11.26,2,1,0.00,0.00,0.00,0,0
0003,TRAVA DIRECAO,,5416.99,4392.78,1284.94,40,20,2297.29,1982.18,416.60,21,13
0005,REGULADOR VOLT.,B,3465.78,3349.63,622.86,37,4,724.21,729.33,49.81,12,3
0005,REGULADOR VOLT.,E,15382.81,12442.93,1110.33,186,17,4853.37,3825.49,483.52,60,10
0005,REGULADOR VOLT.,F,2634.00,2387.46,663.09,18,13,247.73,228.58,78.06,3,3
0005,REGULADOR VOLT.,I,3127.00,2491.90,1128.71,16,14,117.81,95.62,42.24,1,1
0005,REGULADOR VOLT.,J,273.87,254.50,67.95,2,1,0.00,0.00,0.00,0,0
0005,REGULADOR VOLT.,K,165371.88,137770.65,28141.70,1811,382,46870.62,37953.99,8616.74,530,191
0005,REGULADOR VOLT.,M,5351.57,5552.62,997.26,52,4,1641.38,1711.44,291.56,16,3
0005,REGULADOR VOLT.,N,2394.26,2669.13,336.57,37,2,1614.69,1861.98,254.80,21,2
0005,REGULADOR VOLT.,O,25779.94,19783.84,3057.18,311,23,6726.04,5003.32,871.49,87,15
0005,REGULADOR VOLT.,Q,19629.18,15211.61,1709.19,238,17,5976.15,4352.31,678.35,59,11
0005,REGULADOR VOLT.,U,14269.52,11254.48,986.46,172,5,6571.45,4943.31,642.88,75,4
0005,REGULADOR VOLT.,,79635.62,75509.47,17443.92,774,167,23863.52,24370.13,4842.55,267,95
0006,FLEXIVEL FREIO,B,83.93,65.20,16.37,2,1,0.00,0.00,0.00,0,0
0006,FLEXIVEL FREIO,E,1609.19,1341.34,75.34,71,16,1021.52,827.30,87.94,33,11
0006,FLEXIVEL FREIO,F,267.24,194.90,47.40,12,5,92.12,54.84,18.64,2,1
0006,FLEXIVEL FREIO,K,6042.77,4643.75,801.17,210,76,2253.70,1661.80,282.52,88,31
0006,FLEXIVEL FREIO,M,96.59,81.40,17.30,3,2,0.00,0.00,0.00,0,0
0006,FLEXIVEL FREIO,N,347.84,328.81,49.92,8,1,156.49,139.23,15.60,5,1
0006,FLEXIVEL FREIO,O,1200.84,940.98,127.80,37,15,772.00,605.98,74.53,24,4
0006,FLEXIVEL FREIO,,2374.06,1836.42,448.11,75,35,338.59,268.63,87.02,9,7
0007,CAIXA DIRECAO,B,3374.81,2548.13,902.63,4,3,298.66,227.38,78.44,1,1
0007,CAIXA DIRECAO,E,35593.46,28113.33,3738.01,53,23,7086.94,5541.79,936.63,11,5
0007,CAIXA DIRECAO,F,26375.84,19703.01,6273.12,43,24,3091.71,2033.11,1040.46,3,3
0007,CAIXA DIRECAO,I,3111.41,1809.47,1284.13,5,5,1559.90,898.26,634.72,1,1
0007,CAIXA DIRECAO,K,406087.84,309178.74,84623.52,534,307,155534.73,117260.08,33289.42,208,145
0007,CAIXA DIRECAO,M,322.36,253.07,97.19,1,1,397.59,324.97,87.26,1,1
0007,CAIXA DIRECAO,N,4166.09,3891.40,578.20,8,2,2886.49,2631.95,452.79,4,2
0007,CAIXA DIRECAO,O,34860.87,26754.31,4675.11,55,29,15258.66,11717.85,1816.56,32,14
0007,CAIXA DIRECAO,Q,1790.00,1199.65,356.50,1,1,1151.45,825.26,175.08,1,1
0007,CAIXA DIRECAO,,125800.85,98626.12,30958.78,158,112,58545.04,47856.56,13502.86,66,46
0008,CEBOLAO RADIADOR,B,77.12,46.74,10.09,2,1,0.00,0.00,0.00,0,0
0008,CEBOLAO RADIADOR,E,539.08,411.86,32.01,20,4,607.55,450.44,46.54,17,6
0008,CEBOLAO RADIADOR,F,497.82,295.53,105.94,11,7,237.64,127.41,63.21,3,2
0008,CEBOLAO RADIADOR,I,296.12,138.10,118.09,3,3,0.00,0.00,0.00,0,0
0008,CEBOLAO RADIADOR,K,12592.12,8169.49,1788.91,342,127,4097.80,2510.82,786.92,101,49
0008,CEBOLAO RADIADOR,M,589.39,392.94,45.77,18,3,66.46,43.66,7.15,2,1
0008,CEBOLAO RADIADOR,N,360.21,263.23,37.36,11,1,0.00,0.00,0.00,0,0
0008,CEBOLAO RADIADOR,O,706.88,516.47,64.24,24,7,268.97,188.71,29.09,10,5
0008,CEBOLAO RADIADOR,Q,117.36,81.20,10.92,2,1,67.35,45.07,4.57,3,1
0008,CEBOLAO RADIADOR,U,54.54,33.80,13.87,1,1,0.00,0.00,0.00,0,0
0008,CEBOLAO RADIADOR,,9021.34,5551.72,1395.20,221,58,2878.19,1733.63,475.57,70,27
0010,BUZINA,B,643.71,546.17,113.63,23,6,503.04,437.35,66.87,25,4
0010,BUZINA,E,1756.71,1439.54,52.43,100,13,227.76,158.97,25.50,10,5
0010,BUZINA,F,525.95,380.57,122.18,11,4,0.00,0.00,0.00,0,0
0010,BUZINA,I,110.61,66.73,44.34,3,2,0.00,0.00,0.00,0,0
0010,BUZINA,J,1404.55,1436.00,34.56,70,1,0.00,0.00,0.00,0,0
0010,BUZINA,K,24267.28,18384.73,2981.92,907,181,7576.84,5738.64,1043.10,290,79
0010,BUZINA,M,207.10,203.71,23.96,10,2,254.57,218.35,26.09,11,1
0010,BUZINA,N,46.29,48.33,1.92,3,1,185.09,169.04,21.92,8,2
0010,BUZINA,O,2711.69,1950.41,415.84,101,19,1556.91,1102.23,226.04,58,16
0010,BUZINA,Q,3923.87,2949.30,255.61,140,14,682.90,435.86,59.70,22,4
0010,BUZINA,U,1871.19,1527.11,41.05,62,3,789.42,622.57,42.85,24,3
0010,BUZINA,,11474.10,9772.95,1866.09,415,80,4733.26,4147.92,772.84,173,43
0011,TRIODO,,10.29,10.67,3.29,1,1,9.28,9.63,2.96,1,1
0014,CHAVE LUZ,B,300.97,257.26,58.08,5,3,0.00,0.00,0.00,0,0
0014,CHAVE LUZ,E,729.66,553.64,80.63,15,5,705.13,502.63,94.23,9,4
0014,CHAVE LUZ,F,173.52,121.86,42.61,4,3,0.00,0.00,0.00,0,0
0014,CHAVE LUZ,J,167.99,144.00,31.00,1,1,0.00,0.00,0.00,0,0
0014,CHAVE LUZ,K,11099.25,7958.73,2018.96,159,74,2574.92,1828.43,567.70,40,23
0014,CHAVE LUZ,M,138.99,110.56,19.27,3,1,0.00,0.00,0.00,0,0
0014,CHAVE LUZ,N,153.02,154.48,18.99,3,1,45.67,34.94,11.43,1,1
0014,CHAVE LUZ,O,2214.46,1566.31,344.41,48,13,676.37,455.93,144.73,8,5
0014,CHAVE LUZ,Q,2229.85,1644.04,242.13,41,11,1448.34,1005.87,253.31,19,8
0014,CHAVE LUZ,U,3075.65,2385.25,219.42,67,3,108.16,81.98,6.75,2,1
0014,CHAVE LUZ,,5409.99,4286.25,1281.98,78,40,2086.82,1614.12,516.27,30,18
0015,COMUTADOR FAROL,E,0.00,0.00,0.00,0,0,96.48,62.89,23.39,1,1
0015,COMUTADOR FAROL,O,171.89,118.86,35.02,2,2,0.00,0.00,0.00,0,0
0015,COMUTADOR FAROL,Q,143.82,111.92,17.14,2,1,0.00,0.00,0.00,0,0
0016,BOTAO PARTIDA,B,43.26,32.04,1.96,6,1,55.86,41.73,4.98,6,1
0016,BOTAO PARTIDA,E,111.06,77.20,2.52,18,2,0.00,0.00,0.00,0,0
0016,BOTAO PARTIDA,F,6.17,4.29,1.26,1,1,0.00,0.00,0.00,0,0
0016,BOTAO PARTIDA,K,2700.28,1958.50,156.21,341,48,1302.73,882.71,64.91,142,20
0016,BOTAO PARTIDA,O,134.56,93.71,12.33,18,6,333.10,214.90,16.79,25,4
0016,BOTAO PARTIDA,Q,780.96,586.61,27.73,95,10,72.62,53.27,2.51,11,2
0016,BOTAO PARTIDA,U,994.60,778.78,4.65,145,2,255.20,187.14,2.10,40,2
0016,BOTAO PARTIDA,,1205.59,909.05,102.23,138,26,969.89,732.72,66.92,99,18
0017,TICTAC,B,152.95,113.60,5.67,15,2,0.00,0.00,0.00,0,0
0017,TICTAC,E,207.70,150.87,3.31,25,2,142.20,95.06,4.82,15,2
0017,TICTAC,K,2629.99,1858.39,108.52,327,36,1192.61,802.41,37.79,131,13
0017,TICTAC,M,55.50,44.64,2.17,6,1,0.00,0.00,0.00,0,0
0017,TICTAC,O,385.20,264.29,13.85,65,5,54.83,35.13,5.33,20,3
0017,TICTAC,Q,579.80,432.55,10.23,70,6,303.10,209.00,5.73,35,3
0017,TICTAC,U,361.15,281.23,5.04,45,1,185.05,132.88,2.46,25,2
0017,TICTAC,,1214.97,915.47,78.19,164,22,434.63,332.53,23.94,42,7
0018,FUSIVEL LAMINA,B,462.60,261.52,7.14,962,4,260.89,150.28,13.31,473,4
0018,FUSIVEL LAMINA,E,763.08,442.63,19.08,1196,8,507.12,311.95,3.96,1376,7
0018,FUSIVEL LAMINA,F,549.36,300.29,22.12,866,8,23.00,11.08,0.85,50,1
0018,FUSIVEL LAMINA,I,5.30,2.30,0.22,10,1,0.00,0.00,0.00,0,0
0018,FUSIVEL LAMINA,K,15633.97,9041.86,300.75,30622,179,4875.32,2720.59,84.39,9844,75
0018,FUSIVEL LAMINA,M,720.58,422.93,13.59,1014,3,64.30,37.60,0.70,110,1
0018,FUSIVEL LAMINA,N,189.60,109.90,4.51,296,2,31.28,16.63,0.92,54,1
0018,FUSIVEL LAMINA,O,1089.37,626.31,22.38,2131,9,393.74,208.92,10.99,722,7
0018,FUSIVEL LAMINA,Q,1436.14,1002.50,17.72,3486,8,240.06,155.94,1.85,582,4
0018,FUSIVEL LAMINA,U,946.85,697.87,7.77,2642,2,562.91,390.95,5.64,833,1
0018,FUSIVEL LAMINA,,9128.32,5231.18,174.67,19016,117,2886.72,1655.59,55.18,5969,55
0019,POLIA RODA LIVRE,B,911.15,706.85,163.51,7,4,0.00,0.00,0.00,0,0
0019,POLIA RODA LIVRE,E,8835.47,7194.75,829.46,72,18,4781.03,3798.39,376.30,38,13
0019,POLIA RODA LIVRE,F,1598.59,957.01,454.87,9,3,161.48,116.28,48.70,1,1
0019,POLIA RODA LIVRE,I,1347.15,798.81,555.13,7,7,181.55,102.84,78.28,1,1
0019,POLIA RODA LIVRE,K,68852.79,51790.82,12427.82,489,231,24393.19,18058.23,4438.45,174,97
0019,POLIA RODA LIVRE,M,621.43,573.75,91.43,5,2,417.07,355.37,83.95,3,3
0019,POLIA RODA LIVRE,N,865.26,786.25,136.91,7,2,0.00,0.00,0.00,0,0
0019,POLIA RODA LIVRE,O,11501.18,9013.80,1491.01,90,23,3276.50,2481.99,457.70,24,11
0019,POLIA RODA LIVRE,Q,7017.01,5590.48,636.19,57,15,2696.79,2058.02,295.58,21,11
0019,POLIA RODA LIVRE,U,5525.92,4465.06,504.27,46,5,2137.17,1738.89,166.14,18,4
0019,POLIA RODA LIVRE,,25674.35,19408.13,6084.63,170,75,8299.38,6505.20,1892.54,55,30
0022,MANCAL ALTERNADOR,E,123.10,97.38,15.81,1,1,0.00,0.00,0.00,0,0
0022,MANCAL ALTERNADOR,F,181.87,102.43,61.05,1,1,0.00,0.00,0.00,0,0
0022,MANCAL ALTERNADOR,K,2114.67,1541.80,380.34,14,12,779.04,516.24,203.94,8,5
0022,MANCAL ALTERNADOR,O,962.59,724.39,147.09,13,4,0.00,0.00,0.00,0,0
0022,MANCAL ALTERNADOR,Q,598.67,445.37,86.09,8,5,297.12,199.85,73.11,3,2
0022,MANCAL ALTERNADOR,U,840.73,652.21,120.10,10,2,80.04,55.68,17.52,1,1
0022,MANCAL ALTERNADOR,,863.42,671.80,222.00,9,5,302.36,217.37,91.48,3,2
0023,PORTA ESCOVA PART.,B,1156.85,870.24,148.04,41,3,359.45,270.48,54.22,8,3
0023,PORTA ESCOVA PART.,E,7076.66,5206.60,510.35,257,15,2819.96,2100.01,159.75,115,11
0023,PORTA ESCOVA PART.,F,1629.12,1100.27,470.90,34,17,333.33,234.30,107.87,7,6
0023,PORTA ESCOVA PART.,I,1012.09,576.80,353.65,26,14,261.91,146.42,94.89,6,5
0023,PORTA ESCOVA PART.,K,117340.61,89022.19,13517.98,4028,422,34375.23,25504.26,4582.73,1201,237
0023,PORTA ESCOVA PART.,M,6869.97,5611.29,722.50,261,4,2942.60,2271.15,224.99,102,4
0023,PORTA ESCOVA PART.,N,1996.13,1699.82,181.27,92,2,1255.65,1003.13,184.10,49,2
0023,PORTA ESCOVA PART.,O,16265.71,12039.51,1639.55,559,23,4112.87,2917.37,492.58,150,19
0023,PORTA ESCOVA PART.,Q,13744.32,10286.25,814.92,489,18,4405.44,3053.13,370.14,124,12
0023,PORTA ESCOVA PART.,U,5327.11,4061.06,345.64,196,4,2841.31,2101.50,231.88,98,5
0023,PORTA ESCOVA PART.,,53244.49,40583.92,8252.20,1729,199,17169.04,13087.51,2652.77,535,108
0024,GARFO PART.,B,21.89,16.30,5.89,1,1,0.00,0.00,0.00,0,0
0024,GARFO PART.,E,248.57,177.82,34.11,12,5,50.01,35.52,9.15,3,2
0024,GARFO PART.,F,18.58,10.69,5.93,1,1,0.00,0.00,0.00,0,0
0024,GARFO PART.,I,67.82,37.16,14.64,2,1,0.00,0.00,0.00,0,0
0024,GARFO PART.,K,1433.04,1050.00,198.69,81,38,319.45,219.69,60.22,20,11
0024,GARFO PART.,M,127.73,98.65,10.66,8,2,29.20,26.64,2.02,2,1
0024,GARFO PART.,O,261.96,189.61,36.37,14,5,21.54,14.92,4.42,1,1
0024,GARFO PART.,Q,323.15,235.24,28.29,24,6,117.51,82.17,13.73,7,4
0024,GARFO PART.,U,530.21,384.26,47.50,28,2,125.26,87.83,19.23,5,2
0024,GARFO PART.,,632.44,459.53,103.02,41,17,159.29,122.65,39.66,9,7
0025,ESCOVA PARTIDA,E,113.43,64.73,7.62,8,2,24.32,13.34,1.94,4,1
0025,ESCOVA PARTIDA,K,253.86,183.01,37.09,26,8,181.73,131.67,39.72,7,4
0025,ESCOVA PARTIDA,O,17.53,10.28,5.00,1,1,0.00,0.00,0.00,0,0
0025,ESCOVA PARTIDA,Q,51.73,31.11,2.00,7,1,39.60,22.22,2.45,5,1
0025,ESCOVA PARTIDA,U,29.84,17.77,2.06,4,1,0.00,0.00,0.00,0,0
0025,ESCOVA PARTIDA,,82.67,95.01,13.01,9,3,52.89,55.34,14.46,3,2
0027,CEBOLINHA OLEO,B,460.70,334.00,74.34,15,5,372.48,262.46,30.80,13,4
0027,CEBOLINHA OLEO,E,24435.88,20421.24,912.16,1053,35,3559.51,2805.39,232.94,119,19
0027,CEBOLINHA OLEO,F,3143.07,2242.49,643.06,101,33,497.96,332.58,149.43,18,9
0027,CEBOLINHA OLEO,I,962.69,552.70,407.42,19,19,201.52,114.68,83.26,4,4
0027,CEBOLINHA OLEO,K,78180.26,57796.62,10535.64,2459,550,26207.15,18749.63,4184.25,759,285
0027,CEBOLINHA OLEO,M,1097.66,884.38,129.76,35,3,291.06,243.26,16.34,12,2
0027,CEBOLINHA OLEO,N,2147.76,1848.40,163.16,88,2,305.48,260.57,36.86,10,2
0027,CEBOLINHA OLEO,O,12633.66,9686.58,1124.99,456,40,3942.60,3061.46,318.05,173,27
0027,CEBOLINHA OLEO,Q,2175.45,1605.81,205.60,81,10,905.72,641.59,85.76,39,9
0027,CEBOLINHA OLEO,U,2054.59,1537.36,166.43,90,3,1478.81,1098.43,105.69,59,4
0027,CEBOLINHA OLEO,,23675.02,17390.40,4410.90,699,185,10708.72,8144.13,1924.08,299,103
0028,SENSOR TEMPERATURA,B,550.79,503.30,139.71,9,5,176.86,152.85,43.75,4,3
0028,SENSOR TEMPERATURA,E,13370.90,9873.85,926.77,400,31,4629.77,3421.92,296.10,129,23
0028,SENSOR TEMPERATURA,F,3130.28,2583.55,712.24,66,28,1144.54,1017.49,266.99,25,11
0028,SENSOR TEMPERATURA,I,1289.55,918.83,474.21,17,16,267.34,151.18,104.61,2,2
0028,SENSOR TEMPERATURA,K,65108.19,55418.70,10604.08,1459,449,21691.59,18103.36,3916.52,466,220
0028,SENSOR TEMPERATURA,M,2361.70,2194.19,316.35,64,4,638.40,535.04,24.64,27,3
0028,SENSOR TEMPERATURA,N,2064.17,2015.00,295.08,62,2,777.41,728.04,79.78,26,2
0028,SENSOR TEMPERATURA,O,8637.10,6233.47,894.13,223,38,2752.38,1897.18,331.59,70,26
0028,SENSOR TEMPERATURA,Q,1636.26,1161.17,124.60,42,7,707.60,465.78,62.97,18,3
0028,SENSOR TEMPERATURA,U,2464.57,1713.83,223.09,69,3,1221.14,845.19,132.37,34,3
0028,SENSOR TEMPERATURA,,29026.56,27380.20,6120.32,585,195,7861.86,7464.87,1674.88,162,101
0030,ROTOR DIST.,E,619.93,516.71,22.28,40,8,242.36,204.37,9.41,14,5
0030,ROTOR DIST.,F,18.37,14.52,2.62,1,1,0.00,0.00,0.00,0,0
0030,ROTOR DIST.,I,23.47,13.55,9.96,1,1,0.00,0.00,0.00,0,0
0030,ROTOR DIST.,K,3501.21,2718.13,425.17,180,69,796.54,604.01,136.93,39,23
0030,ROTOR DIST.,M,67.83,53.55,16.47,3,1,0.00,0.00,0.00,0,0
0030,ROTOR DIST.,N,72.92,58.39,8.69,5,1,64.12,41.26,8.54,4,1
0030,ROTOR DIST.,O,858.55,699.87,58.28,54,13,384.33,316.28,20.05,25,5
0030,ROTOR DIST.,Q,90.40,50.61,17.68,3,2,0.00,0.00,0.00,0,0
0030,ROTOR DIST.,,1445.72,1101.13,229.39,64,27,288.24,226.38,63.03,15,7
0031,TAMPA DIST.,B,82.80,66.56,4.79,4,1,0.00,0.00,0.00,0,0
0031,TAMPA DIST.,E,1129.83,921.25,77.09,40,11,85.71,59.95,14.51,3,2
0031,TAMPA DIST.,F,91.77,57.13,26.12,3,2,0.00,0.00,0.00,0,0
0031,TAMPA DIST.,I,73.67,41.41,31.52,1,1,42.92,26.09,17.28,1,1
0031,TAMPA DIST.,K,8191.48,6313.26,1173.18,241,102,1674.71,1199.84,388.29,38,33
0031,TAMPA DIST.,M,55.33,46.99,11.91,1,1,56.81,48.39,12.12,1,1
0031,TAMPA DIST.,N,396.94,309.19,58.23,13,1,138.95,88.73,21.93,5,1
0031,TAMPA DIST.,O,965.85,773.82,83.96,36,10,275.53,209.25,27.22,11,5
0031,TAMPA DIST.,Q,45.36,33.87,3.71,2,1,23.19,16.88,4.20,1,1
0031,TAMPA DIST.,U,118.20,84.03,23.46,3,2,0.00,0.00,0.00,0,0
0031,TAMPA DIST.,,2434.95,1863.36,521.67,72,36,375.63,283.12,93.34,12,11
0032,CONDENSADOR,E,24.18,16.71,1.47,3,1,0.00,0.00,0.00,0,0
0032,CONDENSADOR,K,0.00,0.00,0.00,0,0,63.45,35.90,11.80,5,3
0032,CONDENSADOR,N,9.48,11.24,1.60,1,1,9.48,11.24,1.60,1,1
0032,CONDENSADOR,O,0.00,0.00,0.00,0,0,23.92,12.74,7.95,2,1
0032,CONDENSADOR,,24.11,22.22,8.20,2,1,0.00,0.00,0.00,0,0
0033,PLATINADO,K,0.00,0.00,0.00,0,0,88.58,64.36,17.49,3,3
0033,PLATINADO,,41.52,32.67,10.17,3,2,0.00,0.00,0.00,0,0
0034,CARVAO DISTRIBUIDOR,K,53.80,53.20,1.79,20,2,0.00,0.00,0.00,0,0
0034,CARVAO DISTRIBUIDOR,Q,43.40,26.62,1.08,20,1,0.00,0.00,0.00,0,0
0034,CARVAO DISTRIBUIDOR,,51.60,53.20,1.62,20,2,0.00,0.00,0.00,0,0
0035,ALICATE,K,411.99,428.66,103.98,8,4,67.59,73.77,16.56,2,2
0035,ALICATE,,271.49,296.28,67.33,7,5,83.72,91.38,20.79,2,1
0036,AUTOMATICO PART.,B,497.47,304.01,139.30,4,3,163.26,121.62,17.21,2,1
0036,AUTOMATICO PART.,E,9258.00,6956.30,924.38,83,17,3127.93,2282.39,376.08,30,9
0036,AUTOMATICO PART.,F,2784.11,1625.77,840.04,20,13,683.41,358.96,215.41,4,2
0036,AUTOMATICO PART.,I,329.72,147.10,149.29,2,2,542.11,253.89,219.22,3,3
0036,AUTOMATICO PART.,K,136586.39,92729.20,24317.14,1141,345,43568.90,28524.04,9009.02,329,148
0036,AUTOMATICO PART.,M,4057.86,2854.90,724.88,35,4,2116.24,1515.42,389.87,15,3
0036,AUTOMATICO PART.,N,878.56,691.56,122.43,9,2,791.78,597.32,107.11,7,2
0036,AUTOMATICO PART.,O,25386.44,18062.56,3320.33,217,21,11638.61,8195.09,1567.36,104,19
0036,AUTOMATICO PART.,Q,30968.02,22780.83,3105.72,285,17,7548.64,5287.35,1018.25,62,12
0036,AUTOMATICO PART.,U,24737.61,18713.09,1970.21,228,4,9576.66,6941.77,888.36,84,5
0036,AUTOMATICO PART.,,67464.98,43562.77,15673.58,522,137,25036.22,16712.02,4961.85,197,61
0037,BENDIX PART.,B,359.44,285.18,73.62,7,3,0.00,0.00,0.00,0,0
0037,BENDIX PART.,E,10295.15,8422.96,746.57,161,12,4673.18,3731.53,394.98,73,11
0037,BENDIX PART.,F,581.60,413.79,184.00,10,7,334.93,243.59,100.06,3,3
0037,BENDIX PART.,I,815.19,477.21,321.71,8,6,659.78,355.34,297.71,3,2
0037,BENDIX PART.,K,83346.50,63525.96,13290.09,1286,307,28145.68,21055.42,5237.86,408,156
0037,BENDIX PART.,M,2535.67,2151.12,465.33,33,3,708.61,623.10,111.35,11,4
0037,BENDIX PART.,N,456.53,431.12,62.97,8,1,262.26,247.70,36.55,4,1
0037,BENDIX PART.,O,12483.99,9625.03,1576.65,201,22,3848.45,2934.19,481.11,69,17
0037,BENDIX PART.,Q,16113.90,12839.04,1535.37,215,18,5438.24,4124.74,553.99,89,15
0037,BENDIX PART.,U,7184.69,5798.05,431.27,113,4,4780.73,3713.31,432.12,64,5
0037,BENDIX PART.,,33332.02,25980.70,7129.29,498,124,12556.25,10093.93,2496.99,180,75
0038,CONTATO IGN.,B,508.91,380.17,81.98,14,4,109.07,85.38,22.08,3,1
0038,CONTATO IGN.,E,5660.11,3982.56,726.98,168,15,1429.85,959.36,175.27,40,8
0038,CONTATO IGN.,F,156.70,108.64,51.67,5,5,288.35,177.77,111.96,5,4
0038,CONTATO IGN.,I,270.16,153.04,112.60,5,5,0.00,0.00,0.00,0,0
0038,CONTATO IGN.,J,33.46,25.52,8.21,1,1,0.00,0.00,0.00,0,0
0038,CONTATO IGN.,K,26923.87,19124.74,4998.42,683,211,7715.20,5369.92,1607.13,185,85
0038,CONTATO IGN.,M,1406.88,1087.78,277.02,36,3,76.44,60.28,17.89,3,1
0038,CONTATO IGN.,N,214.18,167.53,28.70,8,2,61.47,41.16,13.65,2,1
0038,CONTATO IGN.,O,4220.39,2880.15,737.22,117,18,1033.41,664.82,197.72,28,14
0038,CONTATO IGN.,Q,3397.40,2505.81,265.23,108,10,560.13,348.60,78.75,11,5
0038,CONTATO IGN.,U,3581.42,2816.78,162.73,131,3,964.22,741.87,42.57,33,3
0038,CONTATO IGN.,,17266.40,12926.81,3387.73,420,111,4308.44,3307.47,900.79,92,48
0039,FIO,E,140.47,92.56,28.67,1,1,0.00,0.00,0.00,0,0
0039,FIO,F,29.98,25.64,9.86,1,1,0.00,0.00,0.00,0,0
0039,FIO,K,5101.72,3806.66,1296.96,29,18,1847.22,1073.70,554.23,11,5
0039,FIO,N,323.25,335.82,79.21,2,1,0.00,0.00,0.00,0,0
0039,FIO,O,256.45,159.98,63.56,2,2,236.42,134.84,73.54,2,1
0039,FIO,Q,220.78,134.85,60.39,2,1,370.68,200.20,125.72,6,1
0039,FIO,U,1392.11,977.90,225.50,10,1,0.00,0.00,0.00,0,0
0039,FIO,,5026.54,4549.73,1253.35,36,12,1226.42,1306.58,284.93,13,8
0040,BOBINA IGN.,B,3103.85,2695.42,412.72,25,7,1156.42,800.71,134.26,5,2
0040,BOBINA IGN.,E,39597.34,31680.99,2802.58,354,36,8925.14,6969.25,646.96,77,25
0040,BOBINA IGN.,F,21669.42,19108.33,2197.85,145,32,6535.99,5479.56,515.27,48,9
0040,BOBINA IGN.,I,5793.60,3438.31,1877.57,29,17,3003.74,1872.97,1078.70,13,9
0040,BOBINA IGN.,J,189.25,184.76,32.98,1,1,0.00,0.00,0.00,0,0
0040,BOBINA IGN.,K,342022.16,270883.06,46854.62,2279,637,97788.93,76398.66,15254.99,655,288
0040,BOBINA IGN.,M,2734.94,2494.36,298.65,23,4,1318.43,1207.58,266.18,10,3
0040,BOBINA IGN.,N,6270.84,5567.33,1006.93,51,2,2574.88,2425.13,378.81,18,1
0040,BOBINA IGN.,O,43254.81,34268.72,3320.00,363,48,10691.90,8830.85,949.25,90,29
0040,BOBINA IGN.,Q,2274.13,1766.05,213.13,24,9,609.63,466.33,61.11,6,4
0040,BOBINA IGN.,U,1989.96,1494.48,175.68,19,3,1238.94,973.65,78.32,13,2
0040,BOBINA IGN.,,116007.54,99558.68,20546.73,779,215,32132.67,27788.09,5529.03,221,100
0041,CORDOALHA,B,0.00,0.00,0.00,0,0,114.48,109.48,30.29,2,1
0041,CORDOALHA,E,70.50,40.76,9.45,2,1,0.00,0.00,0.00,0,0
0041,CORDOALHA,K,1650.16,1275.80,269.27,47,16,313.29,271.88,83.95,7,5
0041,CORDOALHA,O,0.00,0.00,0.00,0,0,590.48,318.91,50.31,11,2
0041,CORDOALHA,U,166.83,123.80,10.34,5,1,0.00,0.00,0.00,0,0
