Unnamed: 0,Cód Cliente,Cliente,Fat/dia Jan-Mar 2026,Fat/dia Atual,Fat/dia Projetado,Δ vs Jan-Mar 2026 %,MC/dia Jan-Mar 2026,MC/dia Atual,MC/dia Projetada,Δ MC R$/dia,Δ MC %
1,27566,WILMAR SOUSA DO NASCIMENTO ME,192.94,22.47,22.47,-88.35389240178294,7.69,1.08,1.0799999999999992,-6.610000000000001,-8.22387425648264e-14
10,I5901,BETO BATERIAS E AUTO ELETRICA LTDA,158.76999999999998,89.42,89.42,-43.67953643635447,19.85,13.63,13.63,-6.219999999999997,1.3032698748351068e-14
8,I4968,OESTE PECAS ELETRICAS LTDA,228.06,197.48,197.48,-13.408752082785236,24.44,22.62,22.62,-1.820000000000004,-1.5706072850576924e-14
3,I2385,AUTO ELETRICA E ACESSORIOS TREVAO LTDA,172.12,106.22,106.22,-38.287241459446896,6.86,5.11,5.11,-1.75,0.0
9,I5022,DOMINGOS MINEIRO LTDA,400.55,275.2,275.2,-31.29447010360754,20.46,18.72,18.72,-1.7399999999999949,1.8978171361113792e-14
2,I2174,BATERPECAS BATERIAS E PECAS LTDA,371.41,270.19,270.19,-27.2529011065938,25.31,24.52,24.520000000000007,-0.789999999999992,2.89780887340987e-14
