codfor,fornecedor,fantasia,sigla,a_vl,a_cmv,a_mc,a_qtde,a_cli,d_vl,d_cmv,d_mc,d_qtde,d_cli
02932,GOOP DISTRIB AUTOMOTIVA LTDA,TAKAO,N,29299.66,28164.43,2937.52,580,2,9036.12,7977.55,1167.40,163,2
02932,GOOP DISTRIB AUTOMOTIVA LTDA,TAKAO,O,38954.92,28861.74,4308.53,687,34,10996.84,8167.85,1272.53,273,22
02932,GOOP DISTRIB AUTOMOTIVA LTDA,TAKAO,Q,5547.58,3820.22,640.86,116,1,821.39,523.62,130.14,9,1
02932,GOOP DISTRIB AUTOMOTIVA LTDA,TAKAO,,302110.21,239782.61,54729.00,5769,303,114953.52,89843.70,21113.79,2377,187
02976,HIKARI IND.COM.DE FUSVEIS AUTO P.EIRELLI,HIKARI,B,567.90,321.32,7.75,1142,4,323.02,226.96,34.33,470,4
02976,HIKARI IND.COM.DE FUSVEIS AUTO P.EIRELLI,HIKARI,E,746.58,427.27,22.81,1208,8,507.12,311.95,3.96,1376,7
02976,HIKARI IND.COM.DE FUSVEIS AUTO P.EIRELLI,HIKARI,F,394.80,195.33,7.90,850,7,23.00,11.08,0.85,50,1
02976,HIKARI IND.COM.DE FUSVEIS AUTO P.EIRELLI,HIKARI,I,24.50,11.00,0.99,20,2,0.00,0.00,0.00,0,0
02976,HIKARI IND.COM.DE FUSVEIS AUTO P.EIRELLI,HIKARI,K,18040.06,10751.99,627.29,31343,198,5412.71,3114.75,168.35,10305,84
02976,HIKARI IND.COM.DE FUSVEIS AUTO P.EIRELLI,HIKARI,M,720.58,422.93,13.59,1014,3,64.30,37.60,0.70,110,1
02976,HIKARI IND.COM.DE FUSVEIS AUTO P.EIRELLI,HIKARI,N,204.88,119.07,8.26,297,2,31.28,16.63,0.92,54,1
02976,HIKARI IND.COM.DE FUSVEIS AUTO P.EIRELLI,HIKARI,O,1076.52,615.48,19.32,2156,10,1059.22,567.91,63.66,823,8
02976,HIKARI IND.COM.DE FUSVEIS AUTO P.EIRELLI,HIKARI,Q,1654.91,1149.99,34.71,3759,9,370.42,245.95,16.34,601,6
02976,HIKARI IND.COM.DE FUSVEIS AUTO P.EIRELLI,HIKARI,U,1085.88,801.65,14.14,2653,3,605.51,421.80,3.52,893,1
02976,HIKARI IND.COM.DE FUSVEIS AUTO P.EIRELLI,HIKARI,,9828.87,5834.24,264.98,19331,116,3494.24,2175.67,160.23,6197,59
02980,SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA,SEG,B,2512.56,2226.54,329.47,7,4,249.07,194.45,65.41,1,1
02980,SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA,SEG,E,15552.81,12817.91,1256.94,93,15,5154.14,4206.25,362.67,41,9
02980,SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA,SEG,F,3624.46,2724.94,930.22,10,8,0.00,0.00,0.00,0,0
02980,SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA,SEG,I,9671.13,6278.12,3688.08,11,10,676.89,420.08,267.77,1,1
02980,SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA,SEG,K,211338.71,170566.39,31212.67,824,294,60031.97,46795.96,10596.59,213,127
02980,SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA,SEG,M,3542.38,3040.19,716.34,10,4,621.80,599.18,119.33,4,2
02980,SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA,SEG,N,481.80,480.67,71.05,3,1,105.77,103.14,9.09,3,2
02980,SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA,SEG,O,19667.82,15995.42,1985.99,120,23,7115.13,5561.27,935.10,35,12
02980,SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA,SEG,Q,22876.24,18308.00,2163.88,118,17,5764.58,4444.58,563.48,38,11
02980,SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA,SEG,U,15184.32,12366.50,1034.24,81,5,9602.55,7652.87,781.91,56,4
02980,SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA,SEG,,79120.90,68303.04,16248.64,296,106,25917.43,22522.44,4406.81,74,45
03038,AEROFLEX INDUSTRIA DE AEROSOL LTDA,MUNDIAL PR,K,93.80,61.56,19.58,6,3,0.00,0.00,0.00,0,0
03049,KOSTAL ELETROMECANICA LTDA,KOSTAL,B,3552.87,2993.72,739.23,32,4,1262.96,1007.86,296.79,6,4
03049,KOSTAL ELETROMECANICA LTDA,KOSTAL,E,11729.89,9461.11,755.46,187,16,3740.67,2866.93,334.41,61,12
03049,KOSTAL ELETROMECANICA LTDA,KOSTAL,F,1055.32,722.82,236.02,8,6,34.07,19.53,13.78,1,1
03049,KOSTAL ELETROMECANICA LTDA,KOSTAL,I,298.09,176.16,119.99,1,1,0.00,0.00,0.00,0,0
03049,KOSTAL ELETROMECANICA LTDA,KOSTAL,J,3673.77,3411.57,200.97,42,1,134.57,96.49,39.46,2,1
03049,KOSTAL ELETROMECANICA LTDA,KOSTAL,K,96096.42,73537.72,16233.12,917,265,30403.38,22282.51,6126.65,290,138
03049,KOSTAL ELETROMECANICA LTDA,KOSTAL,M,1136.89,955.94,163.94,24,4,650.35,593.05,110.04,8,3
03049,KOSTAL ELETROMECANICA LTDA,KOSTAL,N,949.25,910.71,126.49,9,2,37.35,26.01,7.66,1,1
03049,KOSTAL ELETROMECANICA LTDA,KOSTAL,O,21231.11,16119.62,2738.76,211,25,6777.19,5026.18,970.00,58,14
03049,KOSTAL ELETROMECANICA LTDA,KOSTAL,Q,12725.43,10046.80,1018.43,197,16,6848.85,5195.13,619.36,57,10
03049,KOSTAL ELETROMECANICA LTDA,KOSTAL,U,24299.90,19587.04,1584.50,318,4,7488.49,5766.31,598.19,102,4
03049,KOSTAL ELETROMECANICA LTDA,KOSTAL,,48155.00,37894.45,10793.26,458,125,18781.29,15243.03,3909.26,184,72
03082,ANDRE LUIS SILVA ROCHA,FLUYD CAR,B,156.00,178.08,1.60,48,2,0.00,0.00,0.00,0,0
03082,ANDRE LUIS SILVA ROCHA,FLUYD CAR,E,156.00,178.08,0.80,48,1,1093.40,400.40,6.42,308,5
03082,ANDRE LUIS SILVA ROCHA,FLUYD CAR,F,1515.70,1524.87,26.97,437,14,205.77,211.47,4.78,57,3
03082,ANDRE LUIS SILVA ROCHA,FLUYD CAR,I,248.47,192.92,19.50,52,9,53.65,40.81,4.20,11,2
03082,ANDRE LUIS SILVA ROCHA,FLUYD CAR,K,26303.48,26696.55,229.87,7972,147,7651.15,6500.57,106.84,2244,76
03082,ANDRE LUIS SILVA ROCHA,FLUYD CAR,N,377.00,430.36,2.40,116,1,156.00,178.08,0.80,48,1
03082,ANDRE LUIS SILVA ROCHA,FLUYD CAR,O,236.10,91.00,2.96,70,3,94.88,33.80,2.51,26,2
03082,ANDRE LUIS SILVA ROCHA,FLUYD CAR,,15958.14,17541.89,239.49,4764,136,7889.98,8644.49,120.68,2332,90
03115,FREUDENBERG NOK COMPONENTES BRASIL LTDA,CORTECO,B,157.15,103.87,31.58,18,3,40.56,27.22,10.73,1,1
03115,FREUDENBERG NOK COMPONENTES BRASIL LTDA,CORTECO,E,528.71,317.50,69.84,12,6,0.00,0.00,0.00,0,0
03115,FREUDENBERG NOK COMPONENTES BRASIL LTDA,CORTECO,F,2076.70,1179.15,568.86,127,22,981.17,548.03,287.60,22,5
03115,FREUDENBERG NOK COMPONENTES BRASIL LTDA,CORTECO,I,435.75,201.61,119.67,18,4,175.63,78.90,28.12,17,2
03115,FREUDENBERG NOK COMPONENTES BRASIL LTDA,CORTECO,K,39789.01,26260.29,7504.82,1739,255,13751.07,9115.32,2953.57,364,84
03115,FREUDENBERG NOK COMPONENTES BRASIL LTDA,CORTECO,M,181.51,113.36,44.47,1,1,39.38,27.22,9.67,1,1
03115,FREUDENBERG NOK COMPONENTES BRASIL LTDA,CORTECO,N,880.97,549.16,174.05,25,2,315.34,233.11,63.30,3,1
03115,FREUDENBERG NOK COMPONENTES BRASIL LTDA,CORTECO,O,1247.05,739.90,309.67,50,11,0.00,0.00,0.00,0,0
03115,FREUDENBERG NOK COMPONENTES BRASIL LTDA,CORTECO,,13489.29,8803.89,2597.71,763,117,7186.16,4659.86,1708.37,241,69
03131,ECOLUBRI INDUSTRIA E COMERCIO DE LUB,MULTLUB,K,69.52,94.26,-9.35,12,2,122.22,45.96,22.50,5,2
03131,ECOLUBRI INDUSTRIA E COMERCIO DE LUB,MULTLUB,O,89.86,49.85,17.87,1,1,0.00,0.00,0.00,0,0
03131,ECOLUBRI INDUSTRIA E COMERCIO DE LUB,MULTLUB,,87.88,73.20,8.46,4,1,0.00,0.00,0.00,0,0
03283,SHANA IND. E COM. DE AUTOPECAS LTDA,SHANA,B,105.34,75.30,30.61,1,1,0.00,0.00,0.00,0,0
03283,SHANA IND. E COM. DE AUTOPECAS LTDA,SHANA,E,0.00,0.00,0.00,0,0,134.46,99.00,36.83,1,1
03283,SHANA IND. E COM. DE AUTOPECAS LTDA,SHANA,F,744.83,513.04,231.61,5,3,0.00,0.00,0.00,0,0
03283,SHANA IND. E COM. DE AUTOPECAS LTDA,SHANA,K,8980.48,6530.33,2470.14,52,44,1700.71,1216.83,493.42,9,9
03283,SHANA IND. E COM. DE AUTOPECAS LTDA,SHANA,M,119.33,87.88,32.66,1,1,0.00,0.00,0.00,0,0
03283,SHANA IND. E COM. DE AUTOPECAS LTDA,SHANA,N,793.84,584.57,217.34,5,2,0.00,0.00,0.00,0,0
03283,SHANA IND. E COM. DE AUTOPECAS LTDA,SHANA,O,218.31,130.31,64.80,1,1,0.00,0.00,0.00,0,0
03283,SHANA IND. E COM. DE AUTOPECAS LTDA,SHANA,,6931.09,5008.85,1937.50,37,32,1891.58,1389.12,520.88,11,11
03314,PODIUM COM DE PROD AUTOMOTIVOS LTDA,PODIUM,I,120.80,92.88,9.32,4,1,0.00,0.00,0.00,0,0
03314,PODIUM COM DE PROD AUTOMOTIVOS LTDA,PODIUM,K,206.16,143.44,13.80,8,2,0.00,0.00,0.00,0,0
03488,MHT IND E COM DE COMPONENTES AUTOM LTDA,AMPRI,B,228.79,143.02,46.19,5,1,625.07,434.85,113.84,5,2
03488,MHT IND E COM DE COMPONENTES AUTOM LTDA,AMPRI,E,21807.76,16886.13,2282.42,47,20,1460.33,1069.59,205.65,9,7
03488,MHT IND E COM DE COMPONENTES AUTOM LTDA,AMPRI,F,8673.15,6652.57,1991.85,29,12,2066.24,1486.42,607.03,7,5
03488,MHT IND E COM DE COMPONENTES AUTOM LTDA,AMPRI,I,190.14,110.94,53.61,3,2,1611.24,923.15,659.12,2,2
03488,MHT IND E COM DE COMPONENTES AUTOM LTDA,AMPRI,J,372.66,314.04,91.31,1,1,0.00,0.00,0.00,0,0
03488,MHT IND E COM DE COMPONENTES AUTOM LTDA,AMPRI,K,193930.77,146636.85,38408.67,488,258,61028.11,45386.23,12611.13,154,106
03488,MHT IND E COM DE COMPONENTES AUTOM LTDA,AMPRI,M,119.00,93.86,13.47,4,2,819.17,718.52,166.09,5,3
03488,MHT IND E COM DE COMPONENTES AUTOM LTDA,AMPRI,N,175.86,169.81,24.36,5,2,2453.57,2282.22,353.26,14,2
03488,MHT IND E COM DE COMPONENTES AUTOM LTDA,AMPRI,O,15536.27,11445.28,2182.71,46,23,4305.78,3102.20,674.06,18,13
03488,MHT IND E COM DE COMPONENTES AUTOM LTDA,AMPRI,Q,1845.64,1247.47,370.51,2,2,1502.73,1077.33,228.51,2,2
03488,MHT IND E COM DE COMPONENTES AUTOM LTDA,AMPRI,,62744.72,49857.22,14997.62,187,90,23912.02,20631.37,5156.36,49,30
03574,VGERCIE COMERCIAL LTDA,RECRIN,B,955.34,666.19,235.13,8,5,473.86,364.76,62.53,6,1
03574,VGERCIE COMERCIAL LTDA,RECRIN,E,3132.73,1989.60,773.41,27,16,1303.66,787.11,388.84,13,8
03574,VGERCIE COMERCIAL LTDA,RECRIN,F,2954.67,2160.25,877.38,21,15,559.38,407.25,178.33,7,5
03574,VGERCIE COMERCIAL LTDA,RECRIN,I,587.52,334.75,251.56,4,4,303.07,172.49,128.77,2,2
03574,VGERCIE COMERCIAL LTDA,RECRIN,J,0.00,0.00,0.00,0,0,349.74,277.39,86.12,4,1
03574,VGERCIE COMERCIAL LTDA,RECRIN,K,66039.01,46329.03,17378.42,449,264,20467.40,13964.74,5840.89,149,112
03574,VGERCIE COMERCIAL LTDA,RECRIN,M,949.42,748.97,208.05,8,2,551.32,432.28,139.57,5,1
03574,VGERCIE COMERCIAL LTDA,RECRIN,N,1948.47,1531.39,488.38,18,2,428.10,331.00,113.10,5,1
03574,VGERCIE COMERCIAL LTDA,RECRIN,O,6212.02,3793.36,1773.96,47,22,1168.47,682.29,328.96,11,8
03574,VGERCIE COMERCIAL LTDA,RECRIN,,24066.00,18299.71,6326.12,190,91,7306.08,5590.64,1950.37,56,41
03641,METALMATRIX INDUSTRIA METALURGICA LTDA,METALMATRI,B,0.00,0.00,0.00,0,0,141.00,176.40,3.30,110,1
03641,METALMATRIX INDUSTRIA METALURGICA LTDA,METALMATRI,E,0.00,0.00,0.00,0,0,227.50,103.82,5.96,130,4
03641,METALMATRIX INDUSTRIA METALURGICA LTDA,METALMATRI,F,89.70,57.36,1.64,60,2,140.60,160.40,2.98,90,2
03641,METALMATRIX INDUSTRIA METALURGICA LTDA,METALMATRI,K,729.30,758.46,20.74,330,22,5331.20,5945.15,130.16,3380,38
03641,METALMATRIX INDUSTRIA METALURGICA LTDA,METALMATRI,O,21.80,11.21,0.76,10,1,64.80,28.77,2.05,40,1
03641,METALMATRIX INDUSTRIA METALURGICA LTDA,METALMATRI,,259.80,298.30,6.96,110,7,1458.80,1784.50,32.55,1050,18
04279,FREIOS CONTROIL LTDA,CONTROIL,B,1373.69,1090.03,267.91,18,7,321.92,249.89,86.42,1,1
04279,FREIOS CONTROIL LTDA,CONTROIL,E,20296.29,16664.68,1890.14,235,36,4195.33,3338.27,441.41,52,16
04279,FREIOS CONTROIL LTDA,CONTROIL,F,9525.58,7100.52,2218.77,106,30,751.28,533.82,141.41,15,7
04279,FREIOS CONTROIL LTDA,CONTROIL,I,3595.60,2113.01,1517.91,15,11,2040.01,1180.16,870.02,5,5
04279,FREIOS CONTROIL LTDA,CONTROIL,K,187146.39,144118.72,33460.98,2292,607,49791.82,36842.25,10506.79,526,252
04279,FREIOS CONTROIL LTDA,CONTROIL,M,1716.95,1441.60,326.72,22,4,106.96,90.98,11.38,2,1
04279,FREIOS CONTROIL LTDA,CONTROIL,N,6819.15,6226.31,883.56,74,2,1980.33,1871.89,252.79,18,2
04279,FREIOS CONTROIL LTDA,CONTROIL,O,19944.34,16108.16,2068.70,277,39,6313.24,4925.60,824.39,77,24
04279,FREIOS CONTROIL LTDA,CONTROIL,Q,27.89,22.23,3.76,1,1,29.73,24.01,7.28,1,1
04279,FREIOS CONTROIL LTDA,CONTROIL,U,213.15,156.98,40.81,1,1,0.00,0.00,0.00,0,0
04279,FREIOS CONTROIL LTDA,CONTROIL,,62990.35,48974.09,13296.22,719,190,14820.42,11777.83,3352.16,161,80
04303,AUTO SUPER DISTRIBUIDOR LTDA,TIGER,E,19.59,11.64,1.80,3,1,0.00,0.00,0.00,0,0
04303,AUTO SUPER DISTRIBUIDOR LTDA,TIGER,K,93.35,73.18,8.43,18,4,0.00,0.00,0.00,0,0
04303,AUTO SUPER DISTRIBUIDOR LTDA,TIGER,,19.92,16.56,1.27,4,1,0.00,0.00,0.00,0,0
04334,PARTFLEX COMERCIO DE PECAS AUT.EIRELI-ME,PARTFLEX,E,189.88,118.04,27.09,4,1,0.00,0.00,0.00,0,0
04334,PARTFLEX COMERCIO DE PECAS AUT.EIRELI-ME,PARTFLEX,F,1917.02,1306.61,434.37,43,9,0.00,0.00,0.00,0,0
04334,PARTFLEX COMERCIO DE PECAS AUT.EIRELI-ME,PARTFLEX,I,222.24,133.68,89.40,4,2,109.09,57.04,50.14,2,1
04334,PARTFLEX COMERCIO DE PECAS AUT.EIRELI-ME,PARTFLEX,K,16455.01,11754.61,3409.86,384,124,5102.15,3617.67,1342.88,115,55
04334,PARTFLEX COMERCIO DE PECAS AUT.EIRELI-ME,PARTFLEX,M,47.95,36.77,12.59,1,1,0.00,0.00,0.00,0,0
04334,PARTFLEX COMERCIO DE PECAS AUT.EIRELI-ME,PARTFLEX,N,589.80,428.31,63.82,14,1,0.00,0.00,0.00,0,0
04334,PARTFLEX COMERCIO DE PECAS AUT.EIRELI-ME,PARTFLEX,O,1189.90,759.13,219.99,28,7,446.80,268.24,109.28,10,3
04334,PARTFLEX COMERCIO DE PECAS AUT.EIRELI-ME,PARTFLEX,,7198.14,5400.35,1845.70,164,64,2972.19,2259.37,698.49,67,30
04449,RIFFEL MOTO PECAS LTDA,RIFFEL,K,82.24,56.67,14.61,1,1,0.00,0.00,0.00,0,0
04449,RIFFEL MOTO PECAS LTDA,RIFFEL,,85.96,80.50,21.06,1,1,0.00,0.00,0.00,0,0
04469,FRAS-LE SA,FRAS-LE,B,1125.93,922.58,160.22,9,6,262.56,199.28,61.19,2,2
04469,FRAS-LE SA,FRAS-LE,E,47185.58,39269.57,2894.74,609,41,8200.86,6778.74,600.69,97,30
04469,FRAS-LE SA,FRAS-LE,F,12248.71,9229.53,2741.58,111,30,1348.09,863.61,474.05,12,8
04469,FRAS-LE SA,FRAS-LE,I,5085.45,2976.02,2158.33,30,24,917.24,552.34,377.98,5,5
04469,FRAS-LE SA,FRAS-LE,J,6072.99,5691.49,310.40,34,2,0.00,0.00,0.00,0,0
04469,FRAS-LE SA,FRAS-LE,K,332918.45,260825.26,59502.08,3494,817,64178.77,48989.89,13006.14,698,343
04469,FRAS-LE SA,FRAS-LE,M,301.49,252.47,66.48,4,2,458.53,407.15,96.31,3,2
04469,FRAS-LE SA,FRAS-LE,N,1711.85,1596.28,268.64,16,2,635.10,596.72,84.58,11,2
04469,FRAS-LE SA,FRAS-LE,O,43709.86,36387.97,2836.97,476,48,5537.73,4319.88,780.99,66,27
04469,FRAS-LE SA,FRAS-LE,Q,86.30,65.13,24.56,1,1,133.80,91.64,32.06,1,1
04469,FRAS-LE SA,FRAS-LE,U,236.42,183.85,19.49,4,2,0.00,0.00,0.00,0,0
04469,FRAS-LE SA,FRAS-LE,,72833.59,58180.12,16430.93,824,236,17446.16,14069.72,4184.53,194,108
04613,*METALURGICA USISTEEL LTDA,WIR,F,714.79,585.18,129.97,18,4,417.51,285.43,79.58,9,2
04613,*METALURGICA USISTEEL LTDA,WIR,I,733.17,409.43,150.55,17,3,0.00,0.00,0.00,0,0
04613,*METALURGICA USISTEEL LTDA,WIR,K,13385.16,9792.28,2553.26,285,53,5228.40,3769.78,959.83,119,20
04613,*METALURGICA USISTEEL LTDA,WIR,N,2177.82,1844.57,371.08,59,1,150.40,129.68,4.97,8,1
04613,*METALURGICA USISTEEL LTDA,WIR,O,900.18,531.19,236.90,10,2,272.75,148.87,96.56,1,1
04613,*METALURGICA USISTEEL LTDA,WIR,,6282.12,5139.24,1043.47,203,27,3522.88,2726.70,843.39,60,15
04794,IRB FLANACAR COMER. DE AUTO PECAS LTDA,IRB,E,1527.44,1010.21,417.04,6,4,0.00,0.00,0.00,0,0
04794,IRB FLANACAR COMER. DE AUTO PECAS LTDA,IRB,F,1409.25,1070.03,465.93,3,3,0.00,0.00,0.00,0,0
04794,IRB FLANACAR COMER. DE AUTO PECAS LTDA,IRB,I,337.80,183.77,150.04,1,1,0.00,0.00,0.00,0,0
04794,IRB FLANACAR COMER. DE AUTO PECAS LTDA,IRB,K,25207.43,17983.01,7194.07,88,56,1704.30,1244.15,533.03,4,4
04794,IRB FLANACAR COMER. DE AUTO PECAS LTDA,IRB,M,633.90,501.78,180.37,2,2,207.55,171.56,57.61,1,1
04794,IRB FLANACAR COMER. DE AUTO PECAS LTDA,IRB,N,444.66,367.54,123.42,2,1,422.71,349.40,117.33,1,1
04794,IRB FLANACAR COMER. DE AUTO PECAS LTDA,IRB,O,1597.20,928.88,485.75,5,4,510.51,280.42,172.77,1,1
04794,IRB FLANACAR COMER. DE AUTO PECAS LTDA,IRB,,9672.16,7569.01,2892.32,32,29,1714.47,1335.51,540.26,4,4
04807,MODINE DO BRASIL SISTEMAS TERMICOS LTDA,VISCONDE,E,3883.74,3047.03,406.32,15,10,3330.14,2555.84,400.31,9,9
04807,MODINE DO BRASIL SISTEMAS TERMICOS LTDA,VISCONDE,F,4395.61,3037.47,1266.40,11,11,394.43,221.48,162.80,1,1
04807,MODINE DO BRASIL SISTEMAS TERMICOS LTDA,VISCONDE,K,60649.14,45709.43,13086.35,184,134,21219.03,15203.93,4951.02,60,53
04807,MODINE DO BRASIL SISTEMAS TERMICOS LTDA,VISCONDE,M,307.85,246.95,69.48,1,1,0.00,0.00,0.00,0,0
04807,MODINE DO BRASIL SISTEMAS TERMICOS LTDA,VISCONDE,N,991.51,891.70,143.91,4,2,0.00,0.00,0.00,0,0
04807,MODINE DO BRASIL SISTEMAS TERMICOS LTDA,VISCONDE,O,2880.60,2214.36,311.96,7,6,2709.00,1965.12,395.83,10,7
04807,MODINE DO BRASIL SISTEMAS TERMICOS LTDA,VISCONDE,,20462.70,16081.68,5237.62,62,49,1753.78,1335.27,451.42,6,6
04845,PLOC DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA,B,4972.51,3721.41,1238.11,27,6,999.22,751.22,269.76,6,4
04845,PLOC DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA,E,55985.06,44849.01,5455.19,361,34,19874.38,15391.87,2400.58,142,25
04845,PLOC DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA,F,56304.79,39667.43,14077.82,355,62,7525.66,5048.77,2439.43,40,21
04845,PLOC DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA,I,14363.55,8302.12,5599.41,89,44,4245.43,2437.87,1732.19,14,14
04845,PLOC DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA,K,576696.73,432843.11,121037.66,3246,732,249388.76,184217.72,53265.92,1282,428
04845,PLOC DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA,M,4600.35,3726.67,1036.56,19,4,1708.32,1448.02,347.07,8,3
04845,PLOC DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA,N,14517.54,12947.32,1783.45,221,2,4809.66,4169.40,663.30,67,2
04845,PLOC DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA,O,59342.17,46049.83,7413.99,412,41,27385.52,21075.79,3213.25,152,32
04845,PLOC DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA,Q,596.25,435.01,114.30,2,2,499.55,310.56,122.23,1,1
04845,PLOC DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA,U,770.43,545.40,147.22,2,1,0.00,0.00,0.00,0,0
04845,PLOC DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA,,238398.01,179186.22,58316.84,1521,307,89826.38,68358.45,21459.97,553,188
04935,AUTOBRAS USINAGEM E COMPONENTES LTDA,KIT&CIA,B,134.75,97.50,36.06,3,3,0.00,0.00,0.00,0,0
04935,AUTOBRAS USINAGEM E COMPONENTES LTDA,KIT&CIA,E,7899.30,5342.86,834.98,297,31,2657.71,1771.74,290.84,93,17
04935,AUTOBRAS USINAGEM E COMPONENTES LTDA,KIT&CIA,F,3961.94,2650.88,746.78,116,24,220.02,135.06,62.57,8,6
04935,AUTOBRAS USINAGEM E COMPONENTES LTDA,KIT&CIA,I,36.93,19.86,15.92,1,1,7.73,4.45,3.11,1,1
04935,AUTOBRAS USINAGEM E COMPONENTES LTDA,KIT&CIA,J,33.33,25.24,8.17,1,1,0.00,0.00,0.00,0,0
04935,AUTOBRAS USINAGEM E COMPONENTES LTDA,KIT&CIA,K,61043.21,42529.82,10592.16,1658,476,15454.66,10297.02,3035.60,441,181
04935,AUTOBRAS USINAGEM E COMPONENTES LTDA,KIT&CIA,M,268.09,203.63,66.19,8,4,6.81,5.16,1.66,1,1
04935,AUTOBRAS USINAGEM E COMPONENTES LTDA,KIT&CIA,N,1634.68,1204.74,362.78,30,2,475.14,351.08,95.78,12,1
04935,AUTOBRAS USINAGEM E COMPONENTES LTDA,KIT&CIA,O,7622.60,5147.67,968.45,294,35,2161.51,1341.41,334.06,79,20
04935,AUTOBRAS USINAGEM E COMPONENTES LTDA,KIT&CIA,Q,209.42,132.17,34.57,8,1,167.06,103.92,24.04,7,2
04935,AUTOBRAS USINAGEM E COMPONENTES LTDA,KIT&CIA,U,44.65,29.57,9.81,2,1,28.16,17.83,7.01,1,1
04935,AUTOBRAS USINAGEM E COMPONENTES LTDA,KIT&CIA,,14860.56,10521.61,3715.54,331,138,5684.81,4029.62,1319.48,107,53
05076,JANDIRA DISTR DE PRODUTOS DE LIMPEZA,LQB,E,42.00,25.40,0.37,30,1,0.00,0.00,0.00,0,0
05076,JANDIRA DISTR DE PRODUTOS DE LIMPEZA,LQB,K,88.80,53.53,1.13,62,3,30.00,16.93,0.92,20,2
05076,JANDIRA DISTR DE PRODUTOS DE LIMPEZA,LQB,O,72.00,43.37,0.39,50,1,0.00,0.00,0.00,0,0
05076,JANDIRA DISTR DE PRODUTOS DE LIMPEZA,LQB,,146.20,160.54,0.72,103,2,4.32,1.69,2.02,2,1
05110,ASX COMERCIO LTDA,ASX,E,93.70,64.00,17.40,1,1,0.00,0.00,0.00,0,0
05110,ASX COMERCIO LTDA,ASX,F,732.33,462.80,101.59,17,3,0.00,0.00,0.00,0,0
05110,ASX COMERCIO LTDA,ASX,I,148.51,72.45,58.49,1,1,0.00,0.00,0.00,0,0
05110,ASX COMERCIO LTDA,ASX,K,20217.88,14624.89,2978.79,487,106,5525.95,3809.58,948.69,127,39
05110,ASX COMERCIO LTDA,ASX,M,291.99,206.85,71.56,3,1,0.00,0.00,0.00,0,0
05110,ASX COMERCIO LTDA,ASX,O,883.94,615.50,40.31,45,3,33.27,20.50,2.32,17,2
05110,ASX COMERCIO LTDA,ASX,Q,1216.56,825.00,73.92,44,4,408.22,253.00,16.96,31,2
05110,ASX COMERCIO LTDA,ASX,U,144.77,98.25,6.78,9,1,0.00,0.00,0.00,0,0
05110,ASX COMERCIO LTDA,ASX,,3977.71,3557.00,747.00,204,37,1767.61,1347.12,435.43,106,19
05121,RANALLE COMPONENTES AUTOMOTIVO LTDA,RANALLE,F,126.29,64.05,44.36,2,2,0.00,0.00,0.00,0,0
05121,RANALLE COMPONENTES AUTOMOTIVO LTDA,RANALLE,K,1293.28,789.74,322.96,20,15,78.36,45.54,22.25,1,1
05121,RANALLE COMPONENTES AUTOMOTIVO LTDA,RANALLE,O,65.92,40.73,16.53,1,1,0.00,0.00,0.00,0,0
05121,RANALLE COMPONENTES AUTOMOTIVO LTDA,RANALLE,,3171.89,1922.85,670.72,50,23,350.34,198.94,103.72,5,4
05138,MAXIMUS DIST.EQUIP.AUTOMOTIVOS LTDA,TECHONE,O,71.81,43.38,19.24,1,1,0.00,0.00,0.00,0,0
06197,TIRRENO IND E COM PRODUTOS QUIM LITDA,TIRRENO,B,161.52,106.68,1.54,24,1,0.00,0.00,0.00,0,0
06197,TIRRENO IND E COM PRODUTOS QUIM LITDA,TIRRENO,E,51.96,31.89,6.97,2,1,0.00,0.00,0.00,0,0
06197,TIRRENO IND E COM PRODUTOS QUIM LITDA,TIRRENO,F,196.20,154.32,10.22,10,2,0.00,0.00,0.00,0,0
06197,TIRRENO IND E COM PRODUTOS QUIM LITDA,TIRRENO,I,475.91,370.75,49.19,21,5,0.00,0.00,0.00,0,0
06197,TIRRENO IND E COM PRODUTOS QUIM LITDA,TIRRENO,K,13041.16,10537.60,611.82,650,77,2349.07,1924.56,68.26,90,7
